Label,auc,improve_sample_id,improve_chem_id
0.8343,0.8343,ACH-000226,Drug_413
0.8361,0.8361,ACH-000226,Drug_564
0.8061,0.8061,ACH-000226,Drug_870
0.5124,0.5124,ACH-000226,Drug_1520
0.9253,0.9253,ACH-000226,Drug_643
0.9652,0.9652,ACH-000226,Drug_883
0.5197,0.5197,ACH-000226,Drug_614
0.8819,0.8819,ACH-000226,Drug_802
0.9544,0.9544,ACH-000226,Drug_435
1.0,1.0,ACH-000226,Drug_665
0.7141,0.7141,ACH-000226,Drug_1005
0.8187,0.8187,ACH-000226,Drug_1040
0.9161,0.9161,ACH-000231,Drug_558
0.7033,0.7033,ACH-000231,Drug_895
0.6583,0.6583,ACH-000231,Drug_195
0.7003,0.7003,ACH-000231,Drug_1087
0.8604,0.8604,ACH-000231,Drug_768
0.3671,0.3671,ACH-000231,Drug_1127
0.8256,0.8256,ACH-000231,Drug_685
0.839,0.839,ACH-000231,Drug_413
0.8525,0.8525,ACH-000231,Drug_564
0.7442,0.7442,ACH-000231,Drug_870
0.8155,0.8155,ACH-000231,Drug_1520
0.9479,0.9479,ACH-000231,Drug_883
0.6083,0.6083,ACH-000231,Drug_614
0.9439,0.9439,ACH-000231,Drug_802
0.9581,0.9581,ACH-000231,Drug_1507
0.8245,0.8245,ACH-000231,Drug_1005
0.838,0.838,ACH-000231,Drug_1040
0.7564,0.7564,ACH-000235,Drug_749
0.6267,0.6267,ACH-000235,Drug_895
0.6589,0.6589,ACH-000235,Drug_195
0.8412,0.8412,ACH-000235,Drug_768
0.4156,0.4156,ACH-000235,Drug_1127
0.7716,0.7716,ACH-000235,Drug_685
0.8183,0.8183,ACH-000235,Drug_413
0.8299,0.8299,ACH-000235,Drug_870
0.8459,0.8459,ACH-000235,Drug_643
0.5908,0.5908,ACH-000235,Drug_614
0.9165,0.9165,ACH-000235,Drug_802
0.8149,0.8149,ACH-000235,Drug_435
0.8428,0.8428,ACH-000235,Drug_665
0.7828,0.7828,ACH-000235,Drug_1005
0.9138,0.9138,ACH-000235,Drug_1040
0.7474,0.7474,ACH-000236,Drug_749
0.7904,0.7904,ACH-000236,Drug_1326
0.4627,0.4627,ACH-000236,Drug_490
0.878,0.878,ACH-000236,Drug_558
0.5923,0.5923,ACH-000236,Drug_195
0.5501,0.5501,ACH-000236,Drug_1087
0.8944,0.8944,ACH-000236,Drug_768
0.4428,0.4428,ACH-000236,Drug_1127
0.702,0.702,ACH-000236,Drug_564
0.7226,0.7226,ACH-000236,Drug_870
0.7585,0.7585,ACH-000236,Drug_1520
0.8308,0.8308,ACH-000236,Drug_883
0.8113,0.8113,ACH-000236,Drug_802
0.9604,0.9604,ACH-000236,Drug_1507
0.8248,0.8248,ACH-000236,Drug_1005
0.8999,0.8999,ACH-000236,Drug_1040
0.8603,0.8603,ACH-000242,Drug_749
0.6991,0.6991,ACH-000242,Drug_1326
0.4698,0.4698,ACH-000242,Drug_490
0.6189,0.6189,ACH-000242,Drug_895
0.6804,0.6804,ACH-000242,Drug_195
0.8035,0.8035,ACH-000242,Drug_1279
0.7144,0.7144,ACH-000242,Drug_1087
0.3565,0.3565,ACH-000242,Drug_1127
0.8535,0.8535,ACH-000242,Drug_685
0.9336,0.9336,ACH-000242,Drug_413
0.8472,0.8472,ACH-000242,Drug_564
0.7905,0.7905,ACH-000242,Drug_870
0.5484,0.5484,ACH-000242,Drug_614
0.8859,0.8859,ACH-000242,Drug_802
0.7713,0.7713,ACH-000242,Drug_435
0.8911,0.8911,ACH-000242,Drug_1507
0.5808,0.5808,ACH-000242,Drug_665
0.8552,0.8552,ACH-000242,Drug_1005
0.839,0.839,ACH-000242,Drug_1040
0.9511,0.9511,ACH-000244,Drug_749
0.8114,0.8114,ACH-000244,Drug_1326
0.531,0.531,ACH-000244,Drug_490
0.9815,0.9815,ACH-000244,Drug_558
0.7376,0.7376,ACH-000244,Drug_895
0.7522,0.7522,ACH-000244,Drug_195
0.96,0.96,ACH-000244,Drug_1279
0.7765,0.7765,ACH-000244,Drug_1087
0.8286,0.8286,ACH-000244,Drug_768
0.8297,0.8297,ACH-000244,Drug_685
0.9949,0.9949,ACH-000244,Drug_413
0.9752,0.9752,ACH-000244,Drug_564
0.8291,0.8291,ACH-000244,Drug_870
0.9113,0.9113,ACH-000244,Drug_1520
0.8913,0.8913,ACH-000244,Drug_643
0.6444,0.6444,ACH-000244,Drug_614
0.9023,0.9023,ACH-000244,Drug_802
0.8992,0.8992,ACH-000244,Drug_435
0.9243,0.9243,ACH-000244,Drug_1507
0.8628,0.8628,ACH-000244,Drug_1005
0.9291,0.9291,ACH-000245,Drug_1326
0.4655,0.4655,ACH-000245,Drug_490
1.0,1.0,ACH-000245,Drug_558
0.4633,0.4633,ACH-000245,Drug_895
0.5309,0.5309,ACH-000245,Drug_195
0.9516,0.9516,ACH-000245,Drug_1279
0.9885,0.9885,ACH-000245,Drug_1087
0.8276,0.8276,ACH-000245,Drug_768
0.9822,0.9822,ACH-000245,Drug_685
0.9763,0.9763,ACH-000245,Drug_413
0.8864,0.8864,ACH-000245,Drug_564
0.8907,0.8907,ACH-000245,Drug_1520
0.7695,0.7695,ACH-000245,Drug_643
0.9114,0.9114,ACH-000245,Drug_883
0.6677,0.6677,ACH-000245,Drug_614
1.0,1.0,ACH-000245,Drug_802
0.7969,0.7969,ACH-000245,Drug_435
0.9929,0.9929,ACH-000245,Drug_1507
0.9915,0.9915,ACH-000245,Drug_665
0.79,0.79,ACH-000245,Drug_1005
0.9657,0.9657,ACH-000245,Drug_1040
0.9174,0.9174,ACH-000247,Drug_1326
0.3942,0.3942,ACH-000247,Drug_490
0.8588,0.8588,ACH-000247,Drug_558
0.6053,0.6053,ACH-000247,Drug_195
0.9461,0.9461,ACH-000247,Drug_1279
0.4019,0.4019,ACH-000247,Drug_1087
0.8578,0.8578,ACH-000247,Drug_768
0.4037,0.4037,ACH-000247,Drug_1127
0.8319,0.8319,ACH-000247,Drug_413
0.9719,0.9719,ACH-000247,Drug_564
0.7766,0.7766,ACH-000247,Drug_870
0.8131,0.8131,ACH-000247,Drug_1520
0.9903,0.9903,ACH-000247,Drug_883
0.9258,0.9258,ACH-000247,Drug_802
0.9318,0.9318,ACH-000247,Drug_435
0.8448,0.8448,ACH-000247,Drug_1507
0.99,0.99,ACH-000247,Drug_665
0.8427,0.8427,ACH-000247,Drug_1005
1.0,1.0,ACH-000247,Drug_1040
0.8319,0.8319,ACH-000248,Drug_749
0.9109,0.9109,ACH-000248,Drug_1326
0.4163,0.4163,ACH-000248,Drug_490
0.8179,0.8179,ACH-000248,Drug_558
0.5338,0.5338,ACH-000248,Drug_195
0.8845,0.8845,ACH-000248,Drug_1279
0.9767,0.9767,ACH-000248,Drug_1087
0.8362,0.8362,ACH-000248,Drug_768
0.268,0.268,ACH-000248,Drug_1127
0.8158,0.8158,ACH-000248,Drug_413
0.8334,0.8334,ACH-000248,Drug_564
0.9833,0.9833,ACH-000248,Drug_1520
0.8099,0.8099,ACH-000248,Drug_643
0.8894,0.8894,ACH-000248,Drug_883
0.5371,0.5371,ACH-000248,Drug_614
0.9582,0.9582,ACH-000248,Drug_802
0.5427,0.5427,ACH-000248,Drug_435
0.9682,0.9682,ACH-000248,Drug_1507
0.9617,0.9617,ACH-000248,Drug_665
0.8292,0.8292,ACH-000248,Drug_1005
0.7843,0.7843,ACH-000253,Drug_749
0.9646,0.9646,ACH-000253,Drug_1326
0.4136,0.4136,ACH-000253,Drug_490
0.8253,0.8253,ACH-000253,Drug_558
0.63,0.63,ACH-000253,Drug_195
0.9201,0.9201,ACH-000253,Drug_1279
0.3328,0.3328,ACH-000253,Drug_1087
0.7669,0.7669,ACH-000253,Drug_768
0.4431,0.4431,ACH-000253,Drug_1127
0.5156,0.5156,ACH-000253,Drug_685
0.8199,0.8199,ACH-000253,Drug_413
0.6458,0.6458,ACH-000253,Drug_870
0.6982,0.6982,ACH-000253,Drug_1520
0.9196,0.9196,ACH-000253,Drug_883
0.4853,0.4853,ACH-000253,Drug_614
0.9612,0.9612,ACH-000253,Drug_802
0.9593,0.9593,ACH-000253,Drug_435
0.9431,0.9431,ACH-000253,Drug_1507
0.9528,0.9528,ACH-000253,Drug_665
0.9914,0.9914,ACH-000253,Drug_1040
0.837,0.837,ACH-000256,Drug_749
0.9093,0.9093,ACH-000256,Drug_1326
0.5572,0.5572,ACH-000256,Drug_490
0.8486,0.8486,ACH-000256,Drug_558
0.6786,0.6786,ACH-000256,Drug_895
0.7283,0.7283,ACH-000256,Drug_195
0.9445,0.9445,ACH-000256,Drug_1279
0.9827,0.9827,ACH-000256,Drug_1087
0.9451,0.9451,ACH-000256,Drug_768
0.9895,0.9895,ACH-000256,Drug_685
0.8548,0.8548,ACH-000256,Drug_870
0.7705,0.7705,ACH-000256,Drug_1520
0.8529,0.8529,ACH-000256,Drug_643
0.9544,0.9544,ACH-000256,Drug_883
0.8098,0.8098,ACH-000256,Drug_614
0.9852,0.9852,ACH-000256,Drug_802
0.9431,0.9431,ACH-000256,Drug_435
0.9513,0.9513,ACH-000256,Drug_1507
0.9359,0.9359,ACH-000256,Drug_1005
0.9761,0.9761,ACH-000256,Drug_1040
0.8696,0.8696,ACH-000260,Drug_1326
0.8334,0.8334,ACH-000260,Drug_558
0.6026,0.6026,ACH-000260,Drug_195
0.91,0.91,ACH-000260,Drug_1279
0.5711,0.5711,ACH-000260,Drug_1087
0.8404,0.8404,ACH-000260,Drug_768
0.422,0.422,ACH-000260,Drug_1127
0.7448,0.7448,ACH-000260,Drug_1520
0.9256,0.9256,ACH-000260,Drug_643
0.962,0.962,ACH-000260,Drug_883
0.677,0.677,ACH-000260,Drug_614
0.9398,0.9398,ACH-000260,Drug_802
0.96,0.96,ACH-000260,Drug_1507
0.9215,0.9215,ACH-000260,Drug_665
0.8693,0.8693,ACH-000260,Drug_1040
0.9092,0.9092,ACH-000261,Drug_1326
0.4797,0.4797,ACH-000261,Drug_490
0.8532,0.8532,ACH-000261,Drug_558
0.6053,0.6053,ACH-000261,Drug_895
0.6257,0.6257,ACH-000261,Drug_195
0.9316,0.9316,ACH-000261,Drug_1279
0.8056,0.8056,ACH-000261,Drug_1087
0.9653,0.9653,ACH-000261,Drug_768
0.272,0.272,ACH-000261,Drug_1127
0.8538,0.8538,ACH-000261,Drug_685
0.8292,0.8292,ACH-000261,Drug_413
0.8532,0.8532,ACH-000261,Drug_564
0.78,0.78,ACH-000261,Drug_870
0.8753,0.8753,ACH-000261,Drug_883
0.8896,0.8896,ACH-000261,Drug_802
0.8902,0.8902,ACH-000261,Drug_435
0.9698,0.9698,ACH-000261,Drug_1507
0.9707,0.9707,ACH-000261,Drug_665
0.8687,0.8687,ACH-000261,Drug_1040
0.7303,0.7303,ACH-000264,Drug_749
0.9096,0.9096,ACH-000264,Drug_1326
0.4991,0.4991,ACH-000264,Drug_490
0.9157,0.9157,ACH-000264,Drug_558
0.6415,0.6415,ACH-000264,Drug_195
0.8449,0.8449,ACH-000264,Drug_1279
0.5502,0.5502,ACH-000264,Drug_1087
0.3162,0.3162,ACH-000264,Drug_1127
0.784,0.784,ACH-000264,Drug_685
0.799,0.799,ACH-000264,Drug_564
0.815,0.815,ACH-000264,Drug_883
0.8318,0.8318,ACH-000264,Drug_802
0.9382,0.9382,ACH-000264,Drug_1507
0.7926,0.7926,ACH-000264,Drug_665
0.8427,0.8427,ACH-000264,Drug_1005
0.7344,0.7344,ACH-000270,Drug_749
0.8245,0.8245,ACH-000270,Drug_558
0.678,0.678,ACH-000270,Drug_895
0.6376,0.6376,ACH-000270,Drug_195
0.6045,0.6045,ACH-000270,Drug_1087
0.8635,0.8635,ACH-000270,Drug_768
0.8002,0.8002,ACH-000270,Drug_413
0.8928,0.8928,ACH-000270,Drug_564
0.7583,0.7583,ACH-000270,Drug_870
0.7118,0.7118,ACH-000270,Drug_1520
0.8992,0.8992,ACH-000270,Drug_883
0.5559,0.5559,ACH-000270,Drug_614
0.9103,0.9103,ACH-000270,Drug_1507
0.7423,0.7423,ACH-000270,Drug_665
0.9708,0.9708,ACH-000270,Drug_1040
0.7773,0.7773,ACH-000271,Drug_749
0.79,0.79,ACH-000271,Drug_1326
0.4032,0.4032,ACH-000271,Drug_490
0.9749,0.9749,ACH-000271,Drug_558
0.5431,0.5431,ACH-000271,Drug_195
0.9756,0.9756,ACH-000271,Drug_1279
0.7632,0.7632,ACH-000271,Drug_768
0.258,0.258,ACH-000271,Drug_1127
0.9291,0.9291,ACH-000271,Drug_685
1.0,1.0,ACH-000271,Drug_564
0.7521,0.7521,ACH-000271,Drug_1520
0.7568,0.7568,ACH-000271,Drug_643
0.9896,0.9896,ACH-000271,Drug_802
0.791,0.791,ACH-000271,Drug_435
0.9669,0.9669,ACH-000271,Drug_1507
0.9313,0.9313,ACH-000271,Drug_665
0.783,0.783,ACH-000271,Drug_1005
0.775,0.775,ACH-000271,Drug_1040
0.7696,0.7696,ACH-000274,Drug_749
0.7864,0.7864,ACH-000274,Drug_1326
0.4919,0.4919,ACH-000274,Drug_490
0.8208,0.8208,ACH-000274,Drug_558
0.8007,0.8007,ACH-000274,Drug_895
0.78,0.78,ACH-000274,Drug_195
0.6512,0.6512,ACH-000274,Drug_1087
0.9135,0.9135,ACH-000274,Drug_768
0.4656,0.4656,ACH-000274,Drug_1127
0.82,0.82,ACH-000274,Drug_685
0.9811,0.9811,ACH-000274,Drug_564
0.8407,0.8407,ACH-000274,Drug_870
0.9024,0.9024,ACH-000274,Drug_883
0.4647,0.4647,ACH-000274,Drug_614
0.9386,0.9386,ACH-000274,Drug_435
0.9235,0.9235,ACH-000274,Drug_1507
0.8355,0.8355,ACH-000274,Drug_665
0.7812,0.7812,ACH-000274,Drug_1005
0.789,0.789,ACH-000291,Drug_749
0.4401,0.4401,ACH-000291,Drug_490
0.815,0.815,ACH-000291,Drug_558
0.6239,0.6239,ACH-000291,Drug_895
0.6193,0.6193,ACH-000291,Drug_195
0.9085,0.9085,ACH-000291,Drug_1279
0.5219,0.5219,ACH-000291,Drug_1087
0.9711,0.9711,ACH-000291,Drug_768
0.6189,0.6189,ACH-000291,Drug_1127
0.8018,0.8018,ACH-000291,Drug_413
0.6849,0.6849,ACH-000291,Drug_870
0.6742,0.6742,ACH-000291,Drug_1520
0.821,0.821,ACH-000291,Drug_643
0.9909,0.9909,ACH-000291,Drug_883
0.4965,0.4965,ACH-000291,Drug_614
0.891,0.891,ACH-000291,Drug_802
0.9768,0.9768,ACH-000291,Drug_1507
0.838,0.838,ACH-000291,Drug_665
0.9927,0.9927,ACH-000291,Drug_1040
0.8191,0.8191,ACH-000295,Drug_749
0.6703,0.6703,ACH-000295,Drug_1326
0.3973,0.3973,ACH-000295,Drug_490
0.7824,0.7824,ACH-000295,Drug_558
0.4519,0.4519,ACH-000295,Drug_195
0.9222,0.9222,ACH-000295,Drug_1279
0.5081,0.5081,ACH-000295,Drug_1087
0.7902,0.7902,ACH-000295,Drug_768
0.3613,0.3613,ACH-000295,Drug_413
0.8208,0.8208,ACH-000295,Drug_564
0.6404,0.6404,ACH-000295,Drug_870
0.7224,0.7224,ACH-000295,Drug_1520
0.7381,0.7381,ACH-000295,Drug_643
0.8506,0.8506,ACH-000295,Drug_883
0.5399,0.5399,ACH-000295,Drug_614
0.8384,0.8384,ACH-000295,Drug_802
0.9701,0.9701,ACH-000295,Drug_435
0.5562,0.5562,ACH-000295,Drug_665
0.7021,0.7021,ACH-000295,Drug_1040
0.9286,0.9286,ACH-000304,Drug_749
0.8561,0.8561,ACH-000304,Drug_1326
0.5409,0.5409,ACH-000304,Drug_490
0.9535,0.9535,ACH-000304,Drug_558
0.7147,0.7147,ACH-000304,Drug_1279
0.6695,0.6695,ACH-000304,Drug_1087
0.5709,0.5709,ACH-000304,Drug_1127
0.8026,0.8026,ACH-000304,Drug_685
0.8741,0.8741,ACH-000304,Drug_564
0.8023,0.8023,ACH-000304,Drug_870
0.8361,0.8361,ACH-000304,Drug_883
0.5771,0.5771,ACH-000304,Drug_614
0.8447,0.8447,ACH-000304,Drug_802
0.9146,0.9146,ACH-000304,Drug_435
0.9324,0.9324,ACH-000304,Drug_1507
0.9758,0.9758,ACH-000304,Drug_665
0.9757,0.9757,ACH-000304,Drug_1005
0.8974,0.8974,ACH-000304,Drug_1040
0.8025,0.8025,ACH-000307,Drug_749
0.5325,0.5325,ACH-000307,Drug_490
0.8245,0.8245,ACH-000307,Drug_558
0.673,0.673,ACH-000307,Drug_195
0.6549,0.6549,ACH-000307,Drug_1087
0.9461,0.9461,ACH-000307,Drug_768
0.4139,0.4139,ACH-000307,Drug_1127
0.7805,0.7805,ACH-000307,Drug_685
0.8423,0.8423,ACH-000307,Drug_413
0.8343,0.8343,ACH-000307,Drug_564
0.7333,0.7333,ACH-000307,Drug_870
0.8571,0.8571,ACH-000307,Drug_1520
0.7972,0.7972,ACH-000307,Drug_643
0.8193,0.8193,ACH-000307,Drug_883
0.9448,0.9448,ACH-000307,Drug_802
0.8075,0.8075,ACH-000307,Drug_435
0.9769,0.9769,ACH-000307,Drug_1507
0.8206,0.8206,ACH-000307,Drug_665
0.8052,0.8052,ACH-000308,Drug_749
0.8125,0.8125,ACH-000308,Drug_1326
0.5731,0.5731,ACH-000308,Drug_490
0.8535,0.8535,ACH-000308,Drug_558
0.6988,0.6988,ACH-000308,Drug_895
0.6836,0.6836,ACH-000308,Drug_195
0.888,0.888,ACH-000308,Drug_1279
0.8216,0.8216,ACH-000308,Drug_1087
0.9775,0.9775,ACH-000308,Drug_768
0.5847,0.5847,ACH-000308,Drug_1127
0.8549,0.8549,ACH-000308,Drug_685
0.85,0.85,ACH-000308,Drug_413
0.8253,0.8253,ACH-000308,Drug_564
0.7033,0.7033,ACH-000308,Drug_1520
0.8214,0.8214,ACH-000308,Drug_643
0.907,0.907,ACH-000308,Drug_883
0.6883,0.6883,ACH-000308,Drug_614
0.9529,0.9529,ACH-000308,Drug_802
0.9469,0.9469,ACH-000308,Drug_1507
0.8334,0.8334,ACH-000308,Drug_1005
0.858,0.858,ACH-000308,Drug_1040
0.7344,0.7344,ACH-000310,Drug_749
0.8869,0.8869,ACH-000310,Drug_1326
0.4533,0.4533,ACH-000310,Drug_490
0.4261,0.4261,ACH-000310,Drug_195
0.8325,0.8325,ACH-000310,Drug_1279
0.924,0.924,ACH-000310,Drug_685
0.792,0.792,ACH-000310,Drug_413
0.7788,0.7788,ACH-000310,Drug_564
0.7204,0.7204,ACH-000310,Drug_870
0.981,0.981,ACH-000310,Drug_883
0.7471,0.7471,ACH-000310,Drug_614
0.8216,0.8216,ACH-000310,Drug_802
0.8612,0.8612,ACH-000310,Drug_435
0.7276,0.7276,ACH-000310,Drug_1507
0.7514,0.7514,ACH-000310,Drug_665
0.7876,0.7876,ACH-000310,Drug_1005
0.905,0.905,ACH-000311,Drug_1326
0.4108,0.4108,ACH-000311,Drug_490
0.8121,0.8121,ACH-000311,Drug_558
0.4973,0.4973,ACH-000311,Drug_895
0.4489,0.4489,ACH-000311,Drug_195
0.8875,0.8875,ACH-000311,Drug_1279
0.4092,0.4092,ACH-000311,Drug_1087
0.7777,0.7777,ACH-000311,Drug_768
0.2538,0.2538,ACH-000311,Drug_1127
0.6008,0.6008,ACH-000311,Drug_685
0.8593,0.8593,ACH-000311,Drug_413
0.6576,0.6576,ACH-000311,Drug_870
0.6812,0.6812,ACH-000311,Drug_1520
0.7833,0.7833,ACH-000311,Drug_883
0.7597,0.7597,ACH-000311,Drug_435
0.813,0.813,ACH-000311,Drug_1507
0.8015,0.8015,ACH-000311,Drug_665
0.8174,0.8174,ACH-000311,Drug_1005
0.9078,0.9078,ACH-000312,Drug_1326
0.4069,0.4069,ACH-000312,Drug_490
0.8245,0.8245,ACH-000312,Drug_558
0.5551,0.5551,ACH-000312,Drug_895
0.5251,0.5251,ACH-000312,Drug_195
0.8423,0.8423,ACH-000312,Drug_1279
0.688,0.688,ACH-000312,Drug_1087
0.7336,0.7336,ACH-000312,Drug_768
0.7604,0.7604,ACH-000312,Drug_685
0.8584,0.8584,ACH-000312,Drug_413
0.9811,0.9811,ACH-000312,Drug_564
0.7042,0.7042,ACH-000312,Drug_1520
0.8012,0.8012,ACH-000312,Drug_643
0.838,0.838,ACH-000312,Drug_883
0.7064,0.7064,ACH-000312,Drug_614
0.8401,0.8401,ACH-000312,Drug_802
0.9879,0.9879,ACH-000312,Drug_435
0.9336,0.9336,ACH-000312,Drug_1507
0.8881,0.8881,ACH-000312,Drug_665
0.8221,0.8221,ACH-000312,Drug_1005
0.8096,0.8096,ACH-000312,Drug_1040
0.7694,0.7694,ACH-000315,Drug_749
0.4224,0.4224,ACH-000315,Drug_490
0.838,0.838,ACH-000315,Drug_558
0.9694,0.9694,ACH-000315,Drug_1279
0.956,0.956,ACH-000315,Drug_1087
0.98,0.98,ACH-000315,Drug_768
0.7438,0.7438,ACH-000315,Drug_1127
0.9303,0.9303,ACH-000315,Drug_685
1.0,1.0,ACH-000315,Drug_413
0.9935,0.9935,ACH-000315,Drug_564
0.6586,0.6586,ACH-000315,Drug_870
0.913,0.913,ACH-000315,Drug_643
0.8634,0.8634,ACH-000315,Drug_435
0.967,0.967,ACH-000315,Drug_1507
0.9147,0.9147,ACH-000315,Drug_665
0.7767,0.7767,ACH-000315,Drug_1040
0.9506,0.9506,ACH-000320,Drug_1326
0.5081,0.5081,ACH-000320,Drug_490
0.949,0.949,ACH-000320,Drug_558
0.6469,0.6469,ACH-000320,Drug_195
0.9027,0.9027,ACH-000320,Drug_1279
0.592,0.592,ACH-000320,Drug_1087
0.3801,0.3801,ACH-000320,Drug_1127
0.6484,0.6484,ACH-000320,Drug_685
0.96,0.96,ACH-000320,Drug_564
0.7989,0.7989,ACH-000320,Drug_1520
0.9242,0.9242,ACH-000320,Drug_643
0.9472,0.9472,ACH-000320,Drug_883
0.5739,0.5739,ACH-000320,Drug_614
0.8636,0.8636,ACH-000320,Drug_802
0.9458,0.9458,ACH-000320,Drug_665
0.9679,0.9679,ACH-000320,Drug_1005
0.8781,0.8781,ACH-000320,Drug_1040
0.823,0.823,ACH-000322,Drug_749
0.927,0.927,ACH-000322,Drug_1326
0.5139,0.5139,ACH-000322,Drug_490
0.8194,0.8194,ACH-000322,Drug_558
0.6292,0.6292,ACH-000322,Drug_895
0.6448,0.6448,ACH-000322,Drug_195
0.9365,0.9365,ACH-000322,Drug_1279
0.4817,0.4817,ACH-000322,Drug_1087
0.9786,0.9786,ACH-000322,Drug_768
0.4896,0.4896,ACH-000322,Drug_1127
0.6444,0.6444,ACH-000322,Drug_685
0.8032,0.8032,ACH-000322,Drug_413
0.6924,0.6924,ACH-000322,Drug_564
0.6212,0.6212,ACH-000322,Drug_870
0.807,0.807,ACH-000322,Drug_1520
0.7904,0.7904,ACH-000322,Drug_643
0.8849,0.8849,ACH-000322,Drug_883
0.5304,0.5304,ACH-000322,Drug_614
0.9281,0.9281,ACH-000322,Drug_802
0.861,0.861,ACH-000322,Drug_435
0.9104,0.9104,ACH-000322,Drug_1507
0.9082,0.9082,ACH-000322,Drug_1040
0.6385,0.6385,ACH-000323,Drug_1326
0.4959,0.4959,ACH-000323,Drug_490
0.8822,0.8822,ACH-000323,Drug_558
0.7881,0.7881,ACH-000323,Drug_1087
0.317,0.317,ACH-000323,Drug_1127
0.845,0.845,ACH-000323,Drug_564
0.7425,0.7425,ACH-000323,Drug_1520
0.7088,0.7088,ACH-000323,Drug_643
0.8576,0.8576,ACH-000323,Drug_883
0.458,0.458,ACH-000323,Drug_614
0.8025,0.8025,ACH-000323,Drug_802
0.8564,0.8564,ACH-000323,Drug_435
0.9051,0.9051,ACH-000323,Drug_1507
0.7567,0.7567,ACH-000323,Drug_665
0.888,0.888,ACH-000323,Drug_1005
0.8316,0.8316,ACH-000323,Drug_1040
0.8281,0.8281,ACH-000330,Drug_749
0.8244,0.8244,ACH-000330,Drug_558
0.6501,0.6501,ACH-000330,Drug_895
0.6745,0.6745,ACH-000330,Drug_195
0.6383,0.6383,ACH-000330,Drug_1279
0.8802,0.8802,ACH-000330,Drug_768
0.989,0.989,ACH-000330,Drug_685
0.9504,0.9504,ACH-000330,Drug_413
0.9941,0.9941,ACH-000330,Drug_564
0.7522,0.7522,ACH-000330,Drug_870
0.8424,0.8424,ACH-000330,Drug_1520
0.8911,0.8911,ACH-000330,Drug_643
0.8486,0.8486,ACH-000330,Drug_883
0.6051,0.6051,ACH-000330,Drug_614
0.8243,0.8243,ACH-000330,Drug_435
0.9576,0.9576,ACH-000330,Drug_1507
0.7664,0.7664,ACH-000330,Drug_665
0.8134,0.8134,ACH-000330,Drug_1005
0.9422,0.9422,ACH-000330,Drug_1040
0.9133,0.9133,ACH-000331,Drug_749
0.8445,0.8445,ACH-000331,Drug_558
0.5037,0.5037,ACH-000331,Drug_895
0.4635,0.4635,ACH-000331,Drug_195
0.8606,0.8606,ACH-000331,Drug_1279
0.7873,0.7873,ACH-000331,Drug_1087
0.7551,0.7551,ACH-000331,Drug_768
0.3274,0.3274,ACH-000331,Drug_1127
0.855,0.855,ACH-000331,Drug_685
0.809,0.809,ACH-000331,Drug_413
0.7897,0.7897,ACH-000331,Drug_564
0.6163,0.6163,ACH-000331,Drug_870
0.7984,0.7984,ACH-000331,Drug_1520
0.6003,0.6003,ACH-000331,Drug_614
0.9619,0.9619,ACH-000331,Drug_802
0.8463,0.8463,ACH-000331,Drug_1005
0.8786,0.8786,ACH-000331,Drug_1040
0.8277,0.8277,ACH-000335,Drug_1326
0.465,0.465,ACH-000335,Drug_490
0.8491,0.8491,ACH-000335,Drug_558
0.6004,0.6004,ACH-000335,Drug_195
0.8898,0.8898,ACH-000335,Drug_1279
0.6438,0.6438,ACH-000335,Drug_1087
0.8027,0.8027,ACH-000335,Drug_768
0.4211,0.4211,ACH-000335,Drug_1127
0.8112,0.8112,ACH-000335,Drug_413
0.8477,0.8477,ACH-000335,Drug_564
0.6837,0.6837,ACH-000335,Drug_870
0.7312,0.7312,ACH-000335,Drug_1520
0.7443,0.7443,ACH-000335,Drug_643
0.9006,0.9006,ACH-000335,Drug_883
0.5618,0.5618,ACH-000335,Drug_614
0.9274,0.9274,ACH-000335,Drug_802
0.8223,0.8223,ACH-000335,Drug_435
0.8241,0.8241,ACH-000335,Drug_1507
0.8668,0.8668,ACH-000335,Drug_665
0.8427,0.8427,ACH-000335,Drug_1005
0.953,0.953,ACH-000335,Drug_1040
0.754,0.754,ACH-000341,Drug_749
0.8378,0.8378,ACH-000341,Drug_1326
0.4717,0.4717,ACH-000341,Drug_490
0.9651,0.9651,ACH-000341,Drug_558
0.8622,0.8622,ACH-000341,Drug_195
0.9329,0.9329,ACH-000341,Drug_1279
0.7362,0.7362,ACH-000341,Drug_1087
0.6091,0.6091,ACH-000341,Drug_1127
0.7697,0.7697,ACH-000341,Drug_685
0.7624,0.7624,ACH-000341,Drug_870
0.6718,0.6718,ACH-000341,Drug_1520
0.8605,0.8605,ACH-000341,Drug_643
0.7209,0.7209,ACH-000341,Drug_614
0.9389,0.9389,ACH-000341,Drug_802
0.9556,0.9556,ACH-000341,Drug_435
0.9266,0.9266,ACH-000341,Drug_665
0.8343,0.8343,ACH-000341,Drug_1005
0.9425,0.9425,ACH-000341,Drug_1040
0.9264,0.9264,ACH-000343,Drug_749
0.8457,0.8457,ACH-000343,Drug_1326
0.5126,0.5126,ACH-000343,Drug_490
0.7326,0.7326,ACH-000343,Drug_195
0.9514,0.9514,ACH-000343,Drug_1279
0.9215,0.9215,ACH-000343,Drug_1087
0.9846,0.9846,ACH-000343,Drug_768
0.4246,0.4246,ACH-000343,Drug_1127
0.9104,0.9104,ACH-000343,Drug_685
0.8493,0.8493,ACH-000343,Drug_413
